title_key,author_key,year,title,author,amazon_rating,amazon_reviews,price,genre,title_length,title_word_count,has_colon,has_number,review_log,review_level,rating_level
to kill a mockingbird,harper lee,2019,To Kill a Mockingbird,Harper Lee,4.8,26234.0,7.0,Fiction,21,4,0,0,10.174849676120813,high,high
too much and never enough how my family created the worlds most dangerous man,mary l trump phd,2020,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534.0,10.0,Non Fiction,79,14,1,0,11.518261204559748,high,high
tools of titans the tactics routines and habits of billionaires icons and worldclass performers,timothy ferriss,2017,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360.0,21.0,Non Fiction,101,14,1,0,8.380456667842767,low,high
towers of midnight wheel of time book thirteen,robert jordan,2010,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282.0,21.0,Fiction,49,8,0,0,7.733245646529795,low,high
true compass a memoir,edward m kennedy,2009,True Compass: A Memoir,Edward M. Kennedy,4.5,438.0,15.0,Non Fiction,22,4,1,0,6.0844994130751715,low,normal
twilight the twilight saga book 1,stephenie meyer,2009,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676.0,9.0,Fiction,36,6,0,1,9.365376374075716,middle,high
ugly love a novel,colleen hoover,2022,Ugly Love: A Novel,Colleen Hoover,4.7,33929.0,10.0,Fiction,18,4,1,0,10.432054857778276,high,high
ultimate sticker book frozen more than 60 reusable fullcolor stickers,dk,2014,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586.0,5.0,Fiction,72,10,1,1,7.8582541821860294,low,normal
unbroken a world war ii story of survival resilience and redemption,laura hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,16.0,Non Fiction,70,11,1,0,10.298026520510739,high,high
unbroken a world war ii story of survival resilience and redemption,laura hillenbrand,2011,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,16.0,Non Fiction,70,11,1,0,10.298026520510739,high,high
unbroken a world war ii story of survival resilience and redemption,laura hillenbrand,2012,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,16.0,Non Fiction,70,11,1,0,10.298026520510739,high,high
unbroken a world war ii story of survival resilience and redemption,laura hillenbrand,2014,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,14.5,Non Fiction,70,11,1,0,10.298026520510739,high,high
under the dome a novel,stephen king,2009,Under the Dome: A Novel,Stephen King,4.3,6740.0,20.0,Fiction,23,5,1,0,8.815963560853438,middle,normal
unfreedom of the press,mark r levin,2019,Unfreedom of the Press,Mark R. Levin,4.9,5956.0,11.0,Non Fiction,22,4,0,0,8.692322277628687,low,very_high
unicorn coloring book for kids ages 48 us edition silly bear coloring books,silly bear,2019,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108.0,4.0,Non Fiction,81,13,1,1,8.717518372649767,low,high
uninvited living loved when you feel less than left out and lonely,lysa terkeurst,2016,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585.0,9.0,Non Fiction,69,12,1,0,8.43076346341785,low,high
untamed,glennon doyle,2020,Untamed,Glennon Doyle,4.6,49978.0,16.0,Non Fiction,7,1,0,0,10.81935819618558,high,high
untamed,glennon doyle,2021,Untamed,Glennon Doyle,4.6,49978.0,16.0,Non Fiction,7,1,0,0,10.81935819618558,high,high
verity,colleen hoover,2022,Verity,Colleen Hoover,4.6,71826.0,11.0,Fiction,6,1,0,0,11.182015728917522,high,high
wacky waving inflatable tube guy rp minis,conor riordan,2020,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,35772.0,12.0,Fiction,43,7,0,0,10.484948697900347,high,normal
watchmen,alan moore,2009,Watchmen,Alan Moore,4.8,3829.0,42.0,Fiction,8,1,0,0,8.250620082174692,low,high
water for elephants a novel,sara gruen,2011,Water for Elephants: A Novel,Sara Gruen,4.5,8958.0,12.0,Fiction,28,5,1,0,9.100413892597578,middle,normal
we were liars,e lockhart,2021,We Were Liars,E. Lockhart,4.5,34117.0,6.0,Fiction,13,3,0,0,10.437580383240466,high,normal
what happened,hillary rodham clinton,2017,What Happened,Hillary Rodham Clinton,4.6,5492.0,18.0,Non Fiction,13,2,0,0,8.61122983334262,low,high
what if serious scientific answers to absurd hypothetical questions,randall munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292.0,17.0,Non Fiction,69,9,1,0,9.13701670755734,middle,high
what pet should i get classic seuss,dr seuss,2015,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873.0,14.0,Fiction,38,7,0,0,7.535830462798367,low,high
what should danny do the power to choose series,adir levy,2019,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170.0,13.0,Fiction,50,9,0,0,9.008346579384707,middle,high
what should danny do the power to choose series,adir levy,2020,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918.0,14.0,Fiction,50,9,0,0,9.948413115889121,high,high
what to expect when youre expecting,heidi murkoff,2011,What to Expect When You're Expecting,Heidi Murkoff,4.4,3341.0,9.0,Non Fiction,36,6,0,0,8.114324709155339,low,normal
what to expect when youre expecting,heidi murkoff,2022,What to Expect When You're Expecting,Heidi Murkoff,4.8,27052.0,13.0,Non Fiction,36,6,0,0,10.205553183855171,high,high
wheat belly lose the wheat lose the weight and find your path back to health,william davis,2012,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497.0,6.0,Non Fiction,79,15,1,0,8.922391597295857,middle,normal
wheat belly lose the wheat lose the weight and find your path back to health,william davis,2013,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497.0,6.0,Non Fiction,79,15,1,0,8.922391597295857,middle,normal
when breath becomes air,paul kalanithi,2016,When Breath Becomes Air,Paul Kalanithi,4.8,13779.0,14.0,Non Fiction,23,4,0,0,9.53097354456765,middle,high
where the crawdads sing,delia owens,2019,Where the Crawdads Sing,Delia Owens,4.8,87841.0,15.0,Fiction,23,4,0,0,11.383295025154466,high,high
where the crawdads sing,delia owens,2020,Where the Crawdads Sing,Delia Owens,4.8,208915.0,12.0,Fiction,23,4,0,0,12.249687536282321,high,high
where the crawdads sing,delia owens,2022,Where the Crawdads Sing,Delia Owens,4.8,208917.0,10.0,Fiction,23,4,0,0,12.249697109462101,high,high
where the wild things are,maurice sendak,2009,Where the Wild Things Are,Maurice Sendak,4.8,9967.0,13.0,Fiction,25,5,0,0,9.207135241027235,middle,high
white fragility why its so hard for white people to talk about racism,dr robin diangelo,2020,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798.0,8.0,Non Fiction,71,13,1,0,10.566149752083353,high,normal
whose boat is this boat comments that dont help in the aftermath of a hurricane,the staff of the late show with,2018,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669.0,12.0,Non Fiction,82,15,1,0,8.80537513890967,middle,high
wild from lost to found on the pacific crest trail,cheryl strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044.0,18.0,Non Fiction,51,10,1,0,9.743612184572003,middle,normal
winter of the world book two of the century trilogy,ken follett,2012,Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760.0,15.0,Fiction,52,10,1,0,9.283683766200392,middle,normal
women food and god an unexpected path to almost everything,geneen roth,2010,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302.0,11.0,Non Fiction,59,10,1,0,7.172424577124845,low,normal
wonder,r j palacio,2013,Wonder,R. J. Palacio,4.8,21625.0,9.0,Fiction,6,1,0,0,9.981651573505482,high,high
wonder,r j palacio,2014,Wonder,R. J. Palacio,4.8,21625.0,9.0,Fiction,6,1,0,0,9.981651573505482,high,high
wonder,r j palacio,2015,Wonder,R. J. Palacio,4.8,21625.0,9.0,Fiction,6,1,0,0,9.981651573505482,high,high
wonder,r j palacio,2016,Wonder,R. J. Palacio,4.8,21625.0,9.0,Fiction,6,1,0,0,9.981651573505482,high,high
wonder,r j palacio,2017,Wonder,R. J. Palacio,4.8,21625.0,9.0,Fiction,6,1,0,0,9.981651573505482,high,high
wrecking ball diary of a wimpy kid book 14,jeff kinney,2019,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413.0,8.0,Fiction,44,9,0,1,9.149953221961088,middle,very_high
you are a badass how to stop doubting your greatness and start living an awesome life,jen sincero,2016,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,Non Fiction,86,16,1,0,9.570250078424845,middle,high
you are a badass how to stop doubting your greatness and start living an awesome life,jen sincero,2017,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,Non Fiction,86,16,1,0,9.570250078424845,middle,high
you are a badass how to stop doubting your greatness and start living an awesome life,jen sincero,2018,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,Non Fiction,86,16,1,0,9.570250078424845,middle,high
you are a badass how to stop doubting your greatness and start living an awesome life,jen sincero,2019,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,Non Fiction,86,16,1,0,9.570250078424845,middle,high
